Date,liga,HomeTeam,AwayTeam,FTR,prob_casa_modelo,prob_empate_modelo,prob_fora_modelo,prob_casa_odds,prob_empate_odds,prob_fora_odds,prob_casa_prejogo,prob_empate_prejogo,prob_fora_prejogo,PSH,PSD,PSA,PSCH,PSCD,PSCA,data_corte_modelo
2023-06-04,La Liga,Mallorca,Vallecano,H,0.4057434732076675,0.2805117561091534,0.3137447706831792,0.30694275274056027,0.30694275274056027,0.3861144945188794,0.31242603550295855,0.2840236686390532,0.4035502958579882,3.1,3.41,2.4,3.17,3.17,2.52,2023-05-25
2023-06-04,La Liga,Sociedad,Sevilla,H,0.4639452606618591,0.28141262862288247,0.25464211071525844,0.6174483618191979,0.22284917886348066,0.15970245931732135,0.561053097575584,0.23141758461151185,0.20752931781290415,1.72,4.17,4.65,1.57,4.35,6.07,2023-05-25
2023-06-04,La Liga,Real Madrid,Ath Bilbao,D,0.6495834015852866,0.21069816418939066,0.13971843422532274,0.5778112121410349,0.22162621835546545,0.2005625695034997,0.5018297275149215,0.24396256274654873,0.2542077097385298,1.93,3.97,3.81,1.68,4.38,4.84,2023-05-25
2023-06-04,La Liga,Osasuna,Girona,H,0.3451860151953142,0.2666313695117376,0.3881826152929481,0.4657767679636467,0.2638139417463473,0.270409290290006,0.4477778507188341,0.2694150856692707,0.2828070636118952,2.16,3.59,3.42,2.09,3.69,3.6,2023-05-25
2023-06-04,La Liga,Villarreal,Ath Madrid,D,0.3751187001389345,0.26170391630572093,0.3631773835553448,0.3538706479617892,0.2551593619513953,0.3909699900868155,0.3625209911237534,0.26231193666678093,0.3751670722094657,2.67,3.69,2.58,2.74,3.8,2.48,2023-05-25
2023-08-11,La Liga,Sevilla,Valencia,A,0.5188374944882101,0.25712115850708767,0.22404134700470213,0.5039625497703883,0.28256859727010214,0.21346885295950946,0.5006940843401047,0.28136987448507317,0.21793604117482226,1.95,3.47,4.48,1.94,3.46,4.58,2023-08-11
2023-08-11,La Liga,Almeria,Vallecano,A,0.48175009245619654,0.2340284742606123,0.28422143328319105,0.36803807395958466,0.3012250082253832,0.33073691781503217,0.37326322547116453,0.29634837901043976,0.33038839551839566,2.62,3.3,2.96,2.66,3.25,2.96,2023-08-11
2023-08-12,La Liga,Las Palmas,Mallorca,D,0.2940383362205834,0.2762356273475029,0.4297260364319138,0.3708917323735302,0.33418231176318075,0.29492595586328907,0.3969276586692599,0.32201084892042614,0.28106149241031414,2.45,3.02,3.46,2.64,2.93,3.32,2023-08-11
2023-08-12,La Liga,Ath Bilbao,Real Madrid,A,0.25445920148543266,0.2674439874068832,0.4780968111076842,0.2842062525375559,0.2793341453511977,0.43645960211124646,0.28374343588611467,0.27185474443837243,0.444401819675513,3.43,3.58,2.19,3.44,3.5,2.24,2023-08-11
2023-08-12,La Liga,Sociedad,Girona,D,0.5307902413254223,0.2416703318875041,0.22753942678707384,0.5289127605140711,0.27180239081973107,0.1992848486661979,0.5886068636136039,0.23980279628702383,0.17159034009937219,1.65,4.05,5.66,1.85,3.6,4.91,2023-08-11
2023-08-13,La Liga,Getafe,Barcelona,D,0.17477370216312346,0.2775555513102772,0.5476707465265993,0.1305578837196696,0.2410796565714691,0.6283624597088614,0.14456952570674458,0.2393985462817132,0.6160319280115423,6.69,4.04,1.57,7.46,4.04,1.55,2023-08-11
2023-08-13,La Liga,Celta,Osasuna,A,0.4700651528377793,0.27856642857492864,0.25136841858729203,0.45287375624501447,0.303791091145724,0.24333515260926156,0.4519103429421518,0.3045790712619519,0.24351058579589632,2.15,3.19,3.99,2.16,3.22,4.02,2023-08-11
2023-08-13,La Liga,Villarreal,Betis,A,0.5400970965309727,0.23862171922711933,0.22128118424190804,0.5579816174903754,0.23816288551418466,0.20385549699543987,0.5366673261600743,0.24406227646978249,0.21927039737014323,1.81,3.98,4.43,1.75,4.1,4.79,2023-08-11
2023-08-14,La Liga,Cadiz,Alaves,H,0.46864520803485443,0.2900243801389691,0.24133041182617646,0.4196267679935607,0.3303143139949312,0.25005891801150804,0.4322602694900341,0.31577454751707035,0.25196518299289555,2.25,3.08,3.86,2.33,2.96,3.91,2023-08-11
2023-08-14,La Liga,Ath Madrid,Granada,H,0.7622209601671659,0.14901875244152227,0.08876028739131182,0.7425030563079799,0.1648608480955006,0.09263609559651939,0.7382171200473828,0.16789312973299853,0.0938897502196186,1.31,5.76,10.3,1.31,5.9,10.5,2023-08-11
2023-08-18,La Liga,Mallorca,Villarreal,A,0.26000749686002866,0.2608278825216713,0.47916462061830006,0.3467391304347826,0.3065217391304348,0.3467391304347826,0.32200162758917195,0.3127427948469913,0.3652555775638368,3.04,3.13,2.68,2.82,3.19,2.82,2023-08-11
2023-08-18,La Liga,Valencia,Las Palmas,H,0.6855470902829924,0.1942056130104499,0.12024729670655757,0.5987442498664988,0.24707674108415006,0.15417900904935117,0.6065857724437292,0.24293609294388166,0.15047813461238893,1.61,4.02,6.49,1.63,3.95,6.33,2023-08-11
2023-08-19,La Liga,Sociedad,Celta,D,0.5534907561391547,0.25442871931113614,0.19208052454970917,0.5774535198871876,0.2695846543119743,0.1529618258008381,0.5515252549550508,0.27420464653132465,0.17427009851362463,1.76,3.54,5.57,1.69,3.62,6.38,2023-08-11
